着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200705050805
1,6,8,セレスハント,牡2,55,武豊,1:38.7,,**,2-2,36.9,16.3,5,466(-6),,,,[西] 松永幹夫,岡浩二,700.0,200705050805
2,2,2,スマートファルコン,牡2,55,岩田康誠,1:39.1,2.1/2,**,1-1,37.4,4.3,3,490(+6),,,,[東] 畠山吉宏,大川徹,280.0,200705050805
3,3,3,グルーオン,牡2,55,横山典弘,1:39.6,3,**,8-6,37.1,12.6,4,476(+4),,,,[東] 鈴木伸尋,池谷誠一,180.0,200705050805
4,8,12,ステディーラブ,牡2,55,吉田隼人,1:39.8,1.1/4,**,3-4,37.6,46.7,10,544(+6),,,,[東] 上原博之,臼田浩義,110.0,200705050805
5,4,5,ハンサムデイイヤツ,牡2,55,ルメール,1:39.9,3/4,**,8-10,37.1,23.9,7,514(-4),,,,[東] 石毛善彦,吉田照哉,70.0,200705050805
6,4,4,アバレダイコ,牡2,55,松岡正海,1:40.0,1/2,**,12-10,37.2,17.5,6,518(-4),,,,[東] 相沢郁,福島徳佑,,200705050805
7,7,11,ドリームスカイラブ,牡2,55,小林淳一,1:40.3,2,**,3-3,38.3,127.5,13,474(-6),,,,[東] 高橋祥泰,セゾンレースホース,,200705050805
8,5,6,キャプテンマジン,牡2,55,村田一誠,1:40.5,1.1/2,**,12-10,37.7,3.4,2,490(+2),,,,[東] 河野通文,佐々木主浩,,200705050805
9,5,7,ナンヨーサンライズ,牡2,55,藤田伸二,1:40.6,3/4,**,8-6,38.2,48.7,11,516(+2),,,,[東] 尾形充弘,中村徳也,,200705050805
10,6,9,ダンツウィニング,牡2,55,田中勝春,1:40.8,1,**,6-6,38.3,2.8,1,530(-2),,,,[西] 山内研二,山元哲二,,200705050805
11,7,10,フレンチノワール,牝2,54,北村宏司,1:41.3,3,**,6-9,38.7,35.2,9,460(+4),,,,[東] 久保田貴,東京ホースレーシング,,200705050805
12,1,1,パリオ,牡2,55,蛯名正義,1:41.3,クビ,**,5-4,39.1,31.3,8,460(0),,,,[東] 二ノ宮敬,広尾レース,,200705050805
13,8,13,ゴールドカラー,牡2,55,ペリエ,1:44.1,大,**,8-13,40.6,52.9,12,486(-6),,,,[東] 小島茂之,廣松金次,,200705050805
