着順,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,ﾀｲﾑ指数,通過,上り,単勝,人気,馬体重,調教ﾀｲﾑ,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金(万円),200401010409
1,6,6,ファインモーション,牝5,57,武豊,2:00.4,,,11-11-11-5,34.9,2.2,1,488(-2),,,,[西] 伊藤雄二,伏木田達男,6481.2,200401010409
2,3,3,バランスオブゲーム,牡5,57,田中勝春,2:00.5,1/2,,2-2-2-2,36.0,3.3,2,478(+6),,,,[東] 宗像義忠,薗部博之,2623.2,200401010409
3,8,11,ローエングリン,牡5,57,横山典弘,2:00.8,2,,1-1-1-1,36.5,4.4,3,486(+4),,,,[東] 伊藤正徳,社台レースホース,1611.6,200401010409
4,1,1,モノポール,牡5,56,藤田伸二,2:00.9,1/2,,8-8-5-3,36.0,20.7,6,472(+2),,,,[東] 大久保洋,臼田浩義,960.0,200401010409
5,8,10,マイネルアムンゼン,牡5,56,蛯名正義,2:01.4,3,,4-4-3-3,36.7,9.7,4,464(+4),,,,[東] 田中清隆,サラブレッドクラブ・ラフィアン,640.0,200401010409
6,5,5,ウインクロワール,セ7,56,岡部幸雄,2:01.4,クビ,,6-6-8-6,36.3,126.4,9,494(-6),,,,[東] 藤沢和雄,ウイン,,200401010409
7,7,9,タイガーカフェ,牡5,56,本田優,2:01.7,2,,6-6-5-6,36.9,26.2,7,478(0),,,,[東] 小島太,西川清,,200401010409
8,2,2,ハッピールック,セ6,56,ホワイト,2:01.8,クビ,,5-5-5-6,37.0,18.7,5,468(-2),,,,[東] 藤沢和雄,小林英一,,200401010409
9,7,8,タイムトゥチェンジ,牡6,56,芹沢純一,2:02.6,5,,9-9-10-10,37.2,259.9,10,462(-4),,,,[西] 鶴留明雄,吉田安惠,,200401010409
10,6,7,タマモヒビキ,牡8,56,小原義之,2:03.3,4,,10-9-9-10,38.1,320.0,11,514(0),,,,[西] 小原伊佐,タマモ,,200401010409
11,4,4,ダービーレグノ,牡6,56,松永幹夫,2:03.3,クビ,,3-2-3-6,38.6,41.9,8,458(+2),,,,[西] 高橋成忠,ダービー社,,200401010409
